STATION,LATITUDE,LONGITUDE
11603099999,50.7666666,15.0166666
10426099999,51.614089,8.616317
02989099999,59.95,24.9333333
72297263878,39.1625,-89.67472
13348099999,43.2829,17.845878
72400603701,36.66556,-76.32056
47756099999,35.0666666,134.0166666
02799099999,64.3,30.1666666
71933099999,54.45,-124.2833333
10334099999,52.457333,9.427167
06624099999,47.6833333,8.4666666
86776099999,-18.9166666,-48.25
81911099999,-7.3,-39.2666666
11546099999,48.95,14.4666666
96935099999,-7.379747,112.786719
11025099999,48.7,14.8833333
81711099999,-2.6,-48.3666666
72053400161,40.017,-105.05
72077699999,31.672552,-89.172226
72646314897,44.927497,-89.625279
72304613766,35.9172,-75.7024
71313099999,50.2833333,-63.6
17547099999,35.5833333,34.3833333
17607499999,35.15,33.5
16292399999,40.6204,14.911294
06798099999,46.8,10.2833333
65073099999,11.7,11.0333333
71520099999,51.5333333,-71.1166666
34720099999,47.2,38.9
57127099999,33.0666666,107.0333333
72034454920,42.73167,-95.55583
72309013754,34.9,-76.88333
94782099999,-33.4333333,151.3666666
87649099999,-37.7166666,-59.7833333
85892099999,-47.243847,-72.588417
02500099999,58.9,11.0
72254312977,29.61971,-95.65748
43257099999,13.5,75.0833333
83525099999,-18.8833333,-48.22
99999900370,35.02,-76.46
12812099999,47.283333,16.6333333
94378099999,-23.5333333,151.2833333
72681724154,47.4548,-115.67108
72231612958,29.81667,-90.01667
06174099999,55.4,12.15
72200654926,43.62111,-96.21583
68858099999,-33.035569,27.825939
86890099999,-22.0416667,-41.0519444
29939099999,52.6666666,84.9166666
74421494852,40.48333,-85.68333
95668099999,-33.7666666,140.1166666
01117099999,65.8166666,12.4166666
86185099999,-24.0666666,-57.0833333
54161099999,43.996419,125.680786
33301299999,47.05,31.917
72509014739,42.36057,-71.00975
23946099999,60.5,74.0166666
08117099999,42.3333333,1.9333333
72651894990,43.389044,-99.843315
99403699999,37.928,-122.4
72546314966,43.072504,-92.610809
99816999999,39.0833333,-75.4333333
72212012833,29.63333,-83.10528
72221013858,30.48333,-86.51667
70212026646,61.78333,-166.03333
08005099999,43.4833333,-8.2333333
91740099999,-13.85,-172.1166666
01448099999,58.0666666,8.05
40780199999,30.556192,49.151879
28916099999,52.9333333,54.75
11193099999,47.3333333,16.2166666
95765099999,-33.8333333,151.0666666
11020099999,48.6166666,15.2
72075999999,46.2546319,-114.1246014
94826099999,-38.4333333,141.55
06058099999,56.0,8.15
17127099999,40.078919,32.565625
11252099999,47.0,12.45
70119526625,66.24958,-166.08936
06418099999,51.35,3.2
95709099999,-33.9333333,147.2
06631099999,46.9833333,7.4666666
26997099999,52.5833333,33.7666666
06669099999,47.4833333,8.4
95985099999,-40.7166666,148.1166666
02464099999,59.354372,17.94165
99736199999,29.48,-94.92
72437503893,39.14317,-86.61676
83970099999,-31.25,-50.9
72206603853,30.4,-81.41667
42782099999,21.9884,82.110983
76525099999,22.7833333,-102.5666666
72401493714,37.18333,-77.5
93597099999,-41.7166666,174.2666666
42909099999,20.9,70.3666666
72598524267,42.07444,-124.29
94520099999,-28.9833333,148.9833333
95728099999,-31.3166666,149.2666666
03026099999,58.215556,-6.331111
83222099999,-12.6666666,-39.0833333
48839099999,20.1333333,107.7166666
52418099999,40.15,94.6833333
85459099999,-40.611208,-73.061042
71801099999,47.61861,-52.751945
47735099999,34.782033,139.360306
95706099999,-34.702222,146.512222
98653099999,9.7833333,125.4833333
74693603712,35.37861,-78.73361
29638099999,54.9,82.95
99999994644,44.9281,-68.7006
94200099999,-19.7333333,120.85
99725799999,45.99,-83.9
99734799999,30.67,-81.47
07031099999,49.365339,0.154306
71055099999,67.0213889,-126.123055
47545099999,39.615556,140.218611
38328099999,42.364167,69.478889
06711099999,46.5166666,6.6666666
11024099999,48.3333333,15.3333333
83309099999,-14.4,-56.45
16054099999,45.7333333,7.35
94976099999,-42.1166666,146.1666666
71434099999,54.9833333,-85.4333333
